commodity;categoria;categoria_planning;categoria_gpc;product_group;marca_gpc;cod_produto;produto;peso_liquido_caixa;unidades_caixa;peso_liquido_unitario
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;FOFO;415;AMACIANTE FOFO CONCENTRADO 500ML;6,030;12;0,50250
HC;CONDITIONERS;OUTROS HC;FACILITADOR PASSAR;FACILITADOR DE PASSAR;COMFORT;418;AMACIANTE PASS COMFORT;5,980;12;0,49833
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;917;AMACIANTE COMFORT CONCENTRADO 1,5L;13,500;9;1,50000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;4PW;AMACIANTE COMFORT CONCENTRADO 500ML;6,000;12;0,50000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;4PY;AMACIANTE COMFORT CONCENTRADO 1L;12,000;12;1,00000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES DILUIDOS;COMFORT;61Z;AMACIANTE COMFORT DILUIDO 2L;12,000;6;2,00000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;6KV;AMACIANTE COMFORT CONC PREMIUM 500ML;6,000;12;0,50000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;6KZ;AMACIANTE COMFORT CONC PREMIUM 1L;12,000;12;1,00000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;FOFO;6U7;AMACIANTE FOFO CONCENTRADO DOYPACK 900ML;10,850;12;0,90417
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;6UB;AMACIANTE COMFORT CONC DOYPACK 900ML;11,156;12;0,92967
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES DILUIDOS;COMFORT;A15;AMACIANTE COMFORT DILUIDO 1,8L;10,770;6;1,79500
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES DILUIDOS;COMFORT;A17;AMACIANTE COMFORT DILUIDO 3L;11,960;4;2,99000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES DILUIDOS;FOFO;A19;AMACIANTE FOFO DILUIDO 1,8L;10,770;6;1,79500
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES DILUIDOS;FOFO;A1B;AMACIANTE FOFO DILUIDO 3L;12,400;4;3,10000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;FOFO;A7L;AMACIANTE FOFO CONCENTRADO 1L;12,060;12;1,00500
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;BK1;AMACIANTE COMFORT CONCENTRADO 3L;12,444;4;3,11100
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;C9U;AMACIANTE COMFORT CONC PREMIUM 1,5L;14,740;9;1,63778
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;C9V;AMACIANTE COMFORT CONCENTRADO 1,8L;11,340;6;1,89000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;C9X;AMACIANTE COMFORT CONCENTRADO DP 1,4L;11,300;8;1,41250
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;C9Y;AMACIANTE COMFORT CONCENTRADO DP 400ML;4,900;12;0,40833
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;FOFO;C9Z;AMACIANTE FOFO CONCENTRADO 1,5L;13,500;9;1,50000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;FOFO;CB5;AMACIANTE FOFO CONCENTRADO 500ML (NOVO);6,000;12;0,50000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;FOFO;CB6;AMACIANTE FOFO CONCENTRADO 1L (NOVO);12,000;12;1,00000
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;FOFO;CB7;AMACIANTE FOFO CONCENTRADO 900ML (NOVO);11,869;12;0,98908
HC;CONDITIONERS;AMACIANTES;CONDITIONERS;AMACIANTES CONCENTRADOS;COMFORT;CBJ;DET PO OMO 1,6KG+COMFORT 500ML;9,600;4;2,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;397;DET LIQ OMO 3L;12,396;4;3,09900
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;ALA;399;DET PO ALA 1KG;18,000;18;1,00000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;909;DET LIQ OMO ROUPAS DELICADAS 900ML;11,178;12;0,93150
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;930;DET PO OMO 800G (NOVO);12,800;16;0,80000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;ALA;41E;DET LIQ ALA 3L;12,396;4;3,09900
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;ALA;41P;DET PO ALA 500G;13,500;27;0,50000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;BRILHANTE;46G;DET LIQ BRILHANTE 3L;12,396;4;3,09900
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;BRILHANTE;46Q;DET LIQ BRILHANTE 5L;10,300;2;5,15000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;46R;DET LIQ OMO 5L;10,330;2;5,16500
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;SURF;60H;DET LIQ SURF 3L;12,324;4;3,08100
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;81E;DET LIQ OMO CONC REFIL 500ML;6,360;12;0,53000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;90B;DET LIQ OMO 900ML;11,156;12;0,92967
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;90J;DET PO OMO 1,6KG;11,200;7;1,60000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;90L;DET PO OMO 400G;10,800;27;0,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;90P;DET PO OMO 2,4KG;14,400;6;2,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;97I;DET LIQ OMO ALTA EFICIENCIA 1050ML;13,104;12;1,09200
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;COMFORT;9EC;DET PO COMFORT 800G;16,000;20;0,80000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;COMFORT;9EE;DET PO COMFORT 1,6KG;14,400;9;1,60000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;COMFORT;9EG;DET LIQ COMFORT 3L;12,000;4;3,00000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;COMFORT;9EI;DET LIQ COMFORT 900ML;10,800;12;0,90000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;9GM;DET LIQ OMO ROUPAS DELICADAS 450ML;5,570;12;0,46417
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;SETIMA GERACAO;9JE;DET LIQ SETIMA GERACAO 1L;12,400;12;1,03333
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;SETIMA GERACAO;9JG;DET LIQ SETIMA GERACAO 3L;12,400;4;3,10000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;BRILHANTE;9KN;DET LIQ BRILHANTE 900ML;11,090;12;0,92417
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;9KP;DET PO BRILHANTE 400G;10,800;27;0,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;9KR;DET PO BRILHANTE 800G;12,800;16;0,80000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;9KT;DET PO BRILHANTE 1,6KG;11,200;7;1,60000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;9KV;DET PO BRILHANTE 2,4KG;14,400;6;2,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;SURF;9KZ;DET PO SURF 800G;12,800;16;0,80000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;SURF;9L1;DET PO SURF 1,6KG;11,200;7;1,60000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;9NS;DET PO OMO 2,2KG;13,200;6;2,20000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;9NU;DET PO OMO 4KG (NOVO);16,000;4;4,00000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;COMFORT;9SL;DET PO COMFORT 2,2KG;19,800;9;2,20000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;9ZU;DET PO OMO 400G - CARTUCHO;9,600;24;0,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;SURF;A2I;DET PO SURF 2,4KG;14,400;6;2,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;ABN;DET PO OMO 800G - SANITIZANTE;16,000;20;0,80000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;ABP;DET PO OMO 1,6KG - SANITIZANTE;14,400;9;1,60000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;AHC;DET PO OMO 2,2KG - SANITIZANTE;19,800;9;2,20000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;AHE;DET PO OMO 2,4KG - SANITIZANTE;14,400;6;2,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;BRILHANTE;AII;DET LIQ BRILHANTE CONC REFIL 500ML;6,420;12;0,53500
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;ARB;DET LIQ OMO ROUPAS INTIMAS 300ML;1,870;6;0,31167
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;ALA;AT0;DET LIQ ALA 5L;10,270;2;5,13500
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;SURF;AT2;DET LIQ SURF 5L;10,330;2;5,16500
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;BJP;DET PO BRILHANTE 1,6KG - DETERGENTE;11,200;7;1,60000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;BJR;DET PO BRILHANTE 2,2KG - DETERGENTE;19,800;9;2,20000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;BJT;DET PO BRILHANTE 2,4KG - DETERGENTE;14,400;6;2,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;BJV;DET PO BRILHANTE 400G - DETERGENTE;10,800;27;0,40000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;BJX;DET PO BRILHANTE 4KG - DETERGENTE;16,000;4;4,00000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;BJZ;DET PO BRILHANTE 800G - DETERGENTE;12,800;16;0,80000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;BLO;DET LIQ OMO 700ML;8,677;12;0,72308
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;BRILHANTE;BLQ;DET LIQ BRILHANTE 700ML;8,677;12;0,72308
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;ALA;C7P;DET LIQ ALA 700ML;8,677;12;0,72308
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;SURF;C7Q;DET LIQ SURF 900ML;11,156;12;0,92967
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;C8R;DET LIQ OMO 1,8L;11,340;6;1,89000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;C9E;DET PO OMO 720G;14,400;20;0,72000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;C9F;DET PO OMO 360G;8,640;24;0,36000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTE LIQUIDO;OMO;CAG;DET OMO LIQ LAV PERF VIBES 1L;12,420;12;1,03500
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;CB1;DET PO BRILHANTE 1,6KG - DT CART;14,400;9;1,60000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;CB2;DET PO BRILHANTE 1,6KG - SN CART;14,400;9;1,60000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;CB3;DET PO BRILHANTE 800G - DT CART;16,000;20;0,80000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;BRILHANTE;CB4;DET PO BRILHANTE 800G - SN CART;16,000;20;0,80000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;CB8;DET PO OMO 1,6KG - DETERGENTE CART;14,400;9;1,60000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;CBA;DET PO OMO 800G - DETERGENTE CART;16,000;20;0,80000
HC;FABRIC POWDERS;FABRIC POWDERS;FABRIC POWDERS;DETERGENTES EM PO;OMO;CBC;DET PO OMO 2,2KG - DETERGENTE CART;19,800;9;2,20000
HC;LAVA-LOUCA;OUTROS HC;MACHINE;LAVA-LOUCAS;SETIMA GERACAO;9HK;LAVA-LOUCA SETIMA GERACAO CONC 450ML;5,040;12;0,42000
HC;LAVA-LOUCA;OUTROS HC;MACHINE;LAVA-LOUCAS;CIF;9YW;LAVA-LOUCA CIF CONC 420ML;5,242;12;0,43683
HC;LAVA-LOUCA;OUTROS HC;MACHINE;LAVA-LOUCAS;CIF;AIA;LAVA-LOUCA MAQ CIF TABLETE;1,890;6;0,31500
HC;LAVA-LOUCA;OUTROS HC;MACHINE;LAVA-LOUCAS;CIF;AIC;LAVA-LOUCA MAQ CIF PO;12,000;12;1,00000
HC;LAVA-LOUCA;OUTROS HC;MACHINE;LAVA-LOUCAS;CIF;AIE;LAVA-LOUCA MAQ CIF LIQUIDO;2,496;24;0,10400
HC;LAVA-LOUCA;OUTROS HC;MACHINE;LAVA-LOUCAS;CIF;AUU;LAVA-LOUCA CIF CONC ANTIBAC 420ML;5,040;12;0,42000
HC;NEUTRALIZADOR;OUTROS HC;NEUTRALIZADOR;NEUTRALIZADOR DE ODOR;COMFORT;8JJ;NEUTRALIZADOR DE ODOR COMFORT 320ML;3,840;12;0,32000
HC;PETS;PETS;PETS;GROOMING;CAFUNE;AJI;CONDICIONADOR CAFUNE 300ML;3,460;12;0,28833
HC;PETS;PETS;PETS;GROOMING;CAFUNE;AJM;LENCO CAFUNE 50 UND;5,590;24;0,23292
HC;PETS;PETS;PETS;GROOMING;CAFUNE;AJO;SHAMPOO CAFUNE 300ML;3,700;12;0,30833
HC;PETS;PETS;PETS;HIGIENICOS;CAFUNE;AJS;TAPETE CAFUNE 7 UND;10,080;32;0,31500
HC;PETS;PETS;PETS;HIGIENICOS;CAFUNE;AJU;TAPETE CAFUNE 30 UND;10,800;8;1,35000
HC;PETS;PETS;PETS;LIMPADORES PET;CAFUNE;AJW;LAVA-LOUCA CAFUNE 300ML;3,600;12;0,30000
HC;PETS;PETS;PETS;LIMPADORES PET;CAFUNE;AJY;LIMPADOR CAFUNE AROMATIZADOR 500ML;6,000;12;0,50000
HC;PETS;PETS;PETS;LIMPADORES PET;CAFUNE;AK0;LIMPADOR CAFUNE DESINFETANTE 500ML;6,020;12;0,50167
HC;PETS;PETS;PETS;LIMPADORES PET;CAFUNE;AK2;LIMPADOR CAFUNE DESINFETANTE 1L;6,020;6;1,00333
HC;PETS;PETS;PETS;LIMPADORES PET;CAFUNE;AK4;LIMPADOR CAFUNE DESINFETANTE 5L;20,070;4;5,01750
HC;PETS;PETS;PETS;LIMPADORES PET;CAFUNE;AK6;LIMPADOR CAFUNE LIMPA PISOS 900ML;10,800;12;0,90000
HC;PETS;PETS;PETS;HIGIENICOS;CAFUNE;AQT;AREIA CAFUNE 1,3KG;7,800;6;1,30000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LIMPADORES;CIF;814;LIMPADOR CIF SAPONACEO 2L;17,420;6;2,90333
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LIMPADORES;VIM;816;LIMPADOR VIM CLOREX 5L;21,200;4;5,30000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;AMACIANTES CONCENTRADOS;COMFORT;818;AMACIANTE COMFORT CONCENTRADO 5L;10,000;2;5,00000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;AMACIANTES DILUIDOS;COMFORT;938;AMACIANTE COMFORT DILUIDO 5L;10,050;2;5,02500
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;WASH ADDITIVES;OMO;81C;TIRA MANCHAS OMO LIQ 5L;20,520;4;5,13000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LIMPADORES;CIF;8ZN;LIMPADOR CIF DESENGORDURANTE 2L;12,170;6;2,02833
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LIMPADORES;CIF;8ZR;LIMPADOR CIF VIDROS 2L;12,170;6;2,02833
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LIMPADORES;OMO;8ZT;LIMPADOR PISOS OMO 5L;20,070;4;5,01750
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LIMPADORES;CIF;90Z;LIMPADOR CIF OXYGEL 5L;20,520;4;5,13000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;DETERGENTES EM PO;OMO;93U;DET PO OMO 5,6KG;16,800;3;5,60000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;DETERGENTES EM PO;BRILHANTE;9L3;DET PO BRILHANTE 5,6KG;16,800;3;5,60000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;DETERGENTES EM PO;BRILHANTE;9LY;DET PO BRILHANTE S/ PERFUME 4KG;16,000;4;4,00000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;DETERGENTE LIQUIDO;BRILHANTE;9M0;DET LIQ BRILHANTE S/ PERFUME 7L;7,189;1;7,18900
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;DETERGENTE LIQUIDO;OMO;9M2;DET LIQ OMO 7L;7,259;1;7,25900
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LIMPADORES;CIF;9MS;LIMPADOR CIF ALCOOL 2L;12,040;6;2,00667
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;DETERGENTES EM PO;BRILHANTE;A0P;DET PO BRILHANTE S/ PERFUME 1,6KG;11,200;7;1,60000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LAVA-LOUCAS;CIF;A6T;LAVA-LOUCA CIF 3L;12,396;4;3,09900
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;DETERGENTE LIQUIDO;OMO;AEJ;DET LIQ OMO SUPER CONC 20L;21,200;1;21,20000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;AMACIANTES CONCENTRADOS;COMFORT;AEL;AMACIANTE COMFORT SUPER CONC 20L;20,000;1;20,00000
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LAVA-LOUCAS;CIF;AI4;LAVA-LOUCA MAQ CIF SECANTE 5L;20,700;4;5,17500
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LIMPADORES;CIF;AI6;LIMPADOR CIF DESINFETANTE S/PERFUME 5L;20,070;4;5,01750
HC;PROFESSIONALS;PROFESSIONAL HC;PROFESSIONALS HC;LAVA-LOUCAS;CIF;AI8;LAVA-LOUCA MAQ CIF LIQUIDO 5L;25,800;4;6,45000
